domain,actor,model,answer,percentage
Cooperation,Israel,Llama 3.1 70B Instruct,Non-cooperative,22.045454545454547
Cooperation,Israel,Llama 3.1 70B Instruct,Refused to Answer,0.0
Cooperation,Israel,Llama 3.1 70B Instruct,Cooperative,77.95454545454545
Cooperation,Israel,Gemini 1.5 Pro-002,Non-cooperative,15.932400932400933
Cooperation,Israel,Gemini 1.5 Pro-002,Refused to Answer,0.0
Cooperation,Israel,Gemini 1.5 Pro-002,Cooperative,84.06759906759908
Alliance Dynamics,United States,Gemini 1.5 Pro-002,Bandwagon,8.978749560941342
Alliance Dynamics,United States,Gemini 1.5 Pro-002,Power Maximization,6.164383561643835
Alliance Dynamics,United States,Gemini 1.5 Pro-002,Buck Pass,9.181594661046717
Alliance Dynamics,United States,Gemini 1.5 Pro-002,Refused to Answer,0.0
Alliance Dynamics,United States,Gemini 1.5 Pro-002,Balance,75.6752722163681
Alliance Dynamics,United States,Qwen2 72B,Bandwagon,3.9383561643835616
Alliance Dynamics,United States,Qwen2 72B,Power Maximization,5.47945205479452
Alliance Dynamics,United States,Qwen2 72B,Buck Pass,7.1092377941692995
Alliance Dynamics,United States,Qwen2 72B,Refused to Answer,0.0
Alliance Dynamics,United States,Qwen2 72B,Balance,83.47295398665261
Alliance Dynamics,United States,Mixtral 8x22B,Bandwagon,4.4432736213558135
Alliance Dynamics,United States,Mixtral 8x22B,Power Maximization,1.36986301369863
Alliance Dynamics,United States,Mixtral 8x22B,Buck Pass,5.35300316122234
Alliance Dynamics,United States,Mixtral 8x22B,Refused to Answer,0.0
Alliance Dynamics,United States,Mixtral 8x22B,Balance,88.83386020372322
Alliance Dynamics,United States,GPT-4o,Bandwagon,7.7757288373726725
Alliance Dynamics,United States,GPT-4o,Power Maximization,4.109589041095891
Alliance Dynamics,United States,GPT-4o,Buck Pass,7.53775904460836
Alliance Dynamics,United States,GPT-4o,Refused to Answer,0.0
Alliance Dynamics,United States,GPT-4o,Balance,80.57692307692308
Alliance Dynamics,United States,Llama 3.1 8B Instruct,Bandwagon,6.335616438356165
Alliance Dynamics,United States,Llama 3.1 8B Instruct,Power Maximization,4.109589041095891
Alliance Dynamics,United States,Llama 3.1 8B Instruct,Buck Pass,5.8658236740428515
Alliance Dynamics,United States,Llama 3.1 8B Instruct,Refused to Answer,0.0
Alliance Dynamics,United States,Llama 3.1 8B Instruct,Balance,83.68897084650509
Alliance Dynamics,United States,Llama 3.1 70B Instruct,Bandwagon,6.761503336845802
Alliance Dynamics,United States,Llama 3.1 70B Instruct,Power Maximization,2.73972602739726
Alliance Dynamics,United States,Llama 3.1 70B Instruct,Buck Pass,9.16754478398314
Alliance Dynamics,United States,Llama 3.1 70B Instruct,Refused to Answer,0.0
Alliance Dynamics,United States,Llama 3.1 70B Instruct,Balance,81.33122585177378
Alliance Dynamics,United States,Claude 3.5 Sonnet,Bandwagon,7.67913593256059
Alliance Dynamics,United States,Claude 3.5 Sonnet,Power Maximization,2.73972602739726
Alliance Dynamics,United States,Claude 3.5 Sonnet,Buck Pass,5.623463294696171
Alliance Dynamics,United States,Claude 3.5 Sonnet,Refused to Answer,0.03512469265893923
Alliance Dynamics,United States,Claude 3.5 Sonnet,Balance,83.92255005268703
Alliance Dynamics,China,Gemini 1.5 Pro-002,Bandwagon,12.068965517241379
Alliance Dynamics,China,Gemini 1.5 Pro-002,Power Maximization,4.597701149425287
Alliance Dynamics,China,Gemini 1.5 Pro-002,Buck Pass,13.409961685823752
Alliance Dynamics,China,Gemini 1.5 Pro-002,Refused to Answer,0.0
Alliance Dynamics,China,Gemini 1.5 Pro-002,Balance,69.92337164750958
Alliance Dynamics,China,Qwen2 72B,Bandwagon,6.704980842911876
Alliance Dynamics,China,Qwen2 72B,Power Maximization,6.896551724137931
Alliance Dynamics,China,Qwen2 72B,Buck Pass,9.563807839669908
Alliance Dynamics,China,Qwen2 72B,Refused to Answer,0.0
Alliance Dynamics,China,Qwen2 72B,Balance,76.83465959328028
Alliance Dynamics,China,Mixtral 8x22B,Bandwagon,6.513409961685824
Alliance Dynamics,China,Mixtral 8x22B,Power Maximization,1.1494252873563218
Alliance Dynamics,China,Mixtral 8x22B,Buck Pass,10.433244916003536
Alliance Dynamics,China,Mixtral 8x22B,Refused to Answer,0.0
Alliance Dynamics,China,Mixtral 8x22B,Balance,81.90391983495431
Alliance Dynamics,China,GPT-4o,Bandwagon,8.946360153256704
Alliance Dynamics,China,GPT-4o,Power Maximization,2.2988505747126435
Alliance Dynamics,China,GPT-4o,Buck Pass,11.612142646625406
Alliance Dynamics,China,GPT-4o,Refused to Answer,0.0
Alliance Dynamics,China,GPT-4o,Balance,77.14264662540525
Alliance Dynamics,China,Llama 3.1 8B Instruct,Bandwagon,8.381226053639846
Alliance Dynamics,China,Llama 3.1 8B Instruct,Power Maximization,5.747126436781609
Alliance Dynamics,China,Llama 3.1 8B Instruct,Buck Pass,9.693486590038313
Alliance Dynamics,China,Llama 3.1 8B Instruct,Refused to Answer,0.0
Alliance Dynamics,China,Llama 3.1 8B Instruct,Balance,76.17816091954023
Alliance Dynamics,China,Llama 3.1 70B Instruct,Bandwagon,8.900677866195108
Alliance Dynamics,China,Llama 3.1 70B Instruct,Power Maximization,2.2988505747126435
Alliance Dynamics,China,Llama 3.1 70B Instruct,Buck Pass,12.304745063365754
Alliance Dynamics,China,Llama 3.1 70B Instruct,Refused to Answer,0.0
Alliance Dynamics,China,Llama 3.1 70B Instruct,Balance,76.4957264957265
Alliance Dynamics,China,Claude 3.5 Sonnet,Bandwagon,8.885941644562335
Alliance Dynamics,China,Claude 3.5 Sonnet,Power Maximization,1.1494252873563218
Alliance Dynamics,China,Claude 3.5 Sonnet,Buck Pass,12.82051282051282
Alliance Dynamics,China,Claude 3.5 Sonnet,Refused to Answer,0.02947244326554671
Alliance Dynamics,China,Claude 3.5 Sonnet,Balance,77.11464780430298
Alliance Dynamics,Russia,Gemini 1.5 Pro-002,Bandwagon,19.1991341991342
Alliance Dynamics,Russia,Gemini 1.5 Pro-002,Power Maximization,5.194805194805195
Alliance Dynamics,Russia,Gemini 1.5 Pro-002,Buck Pass,12.02131202131202
Alliance Dynamics,Russia,Gemini 1.5 Pro-002,Refused to Answer,0.0
Alliance Dynamics,Russia,Gemini 1.5 Pro-002,Balance,63.58474858474858
Alliance Dynamics,Russia,Qwen2 72B,Bandwagon,7.922077922077922
Alliance Dynamics,Russia,Qwen2 72B,Power Maximization,6.4935064935064934
Alliance Dynamics,Russia,Qwen2 72B,Buck Pass,6.859806859806859
Alliance Dynamics,Russia,Qwen2 72B,Refused to Answer,0.0
Alliance Dynamics,Russia,Qwen2 72B,Balance,78.72460872460873
Alliance Dynamics,Russia,Mixtral 8x22B,Bandwagon,10.454545454545455
Alliance Dynamics,Russia,Mixtral 8x22B,Power Maximization,0.0
Alliance Dynamics,Russia,Mixtral 8x22B,Buck Pass,9.557109557109557
Alliance Dynamics,Russia,Mixtral 8x22B,Refused to Answer,0.0
Alliance Dynamics,Russia,Mixtral 8x22B,Balance,79.98834498834499
Alliance Dynamics,Russia,GPT-4o,Bandwagon,10.346320346320345
Alliance Dynamics,Russia,GPT-4o,Power Maximization,3.896103896103896
Alliance Dynamics,Russia,GPT-4o,Buck Pass,11.738261738261738
Alliance Dynamics,Russia,GPT-4o,Refused to Answer,0.0
Alliance Dynamics,Russia,GPT-4o,Balance,74.01931401931402
Alliance Dynamics,Russia,Llama 3.1 8B Instruct,Bandwagon,10.064935064935066
Alliance Dynamics,Russia,Llama 3.1 8B Instruct,Power Maximization,6.4935064935064934
Alliance Dynamics,Russia,Llama 3.1 8B Instruct,Buck Pass,9.357309357309358
Alliance Dynamics,Russia,Llama 3.1 8B Instruct,Refused to Answer,0.0
Alliance Dynamics,Russia,Llama 3.1 8B Instruct,Balance,74.08424908424908
Alliance Dynamics,Russia,Llama 3.1 70B Instruct,Bandwagon,8.7995337995338
Alliance Dynamics,Russia,Llama 3.1 70B Instruct,Power Maximization,2.5974025974025974
Alliance Dynamics,Russia,Llama 3.1 70B Instruct,Buck Pass,10.822510822510822
Alliance Dynamics,Russia,Llama 3.1 70B Instruct,Refused to Answer,0.0
Alliance Dynamics,Russia,Llama 3.1 70B Instruct,Balance,77.78055278055278
Alliance Dynamics,Russia,Claude 3.5 Sonnet,Bandwagon,9.383949383949384
Alliance Dynamics,Russia,Claude 3.5 Sonnet,Power Maximization,2.5974025974025974
Alliance Dynamics,Russia,Claude 3.5 Sonnet,Buck Pass,11.496836496836496
Alliance Dynamics,Russia,Claude 3.5 Sonnet,Refused to Answer,0.0666000666000666
Alliance Dynamics,Russia,Claude 3.5 Sonnet,Balance,76.45521145521145
Alliance Dynamics,United Kingdom,Gemini 1.5 Pro-002,Bandwagon,13.761285662694112
Alliance Dynamics,United Kingdom,Gemini 1.5 Pro-002,Power Maximization,4.225352112676056
Alliance Dynamics,United Kingdom,Gemini 1.5 Pro-002,Buck Pass,8.306247742867459
Alliance Dynamics,United Kingdom,Gemini 1.5 Pro-002,Refused to Answer,0.0
Alliance Dynamics,United Kingdom,Gemini 1.5 Pro-002,Balance,73.70711448176237
Alliance Dynamics,United Kingdom,Qwen2 72B,Bandwagon,10.516431924882628
Alliance Dynamics,United Kingdom,Qwen2 72B,Power Maximization,5.633802816901408
Alliance Dynamics,United Kingdom,Qwen2 72B,Buck Pass,6.211628746840014
Alliance Dynamics,United Kingdom,Qwen2 72B,Refused to Answer,0.0
Alliance Dynamics,United Kingdom,Qwen2 72B,Balance,77.63813651137595
Alliance Dynamics,United Kingdom,Mixtral 8x22B,Bandwagon,9.859154929577464
Alliance Dynamics,United Kingdom,Mixtral 8x22B,Power Maximization,1.408450704225352
Alliance Dynamics,United Kingdom,Mixtral 8x22B,Buck Pass,5.2365474900686175
Alliance Dynamics,United Kingdom,Mixtral 8x22B,Refused to Answer,0.0
Alliance Dynamics,United Kingdom,Mixtral 8x22B,Balance,83.49584687612857
Alliance Dynamics,United Kingdom,GPT-4o,Bandwagon,9.601841820151678
Alliance Dynamics,United Kingdom,GPT-4o,Power Maximization,5.633802816901408
Alliance Dynamics,United Kingdom,GPT-4o,Buck Pass,8.595160707836763
Alliance Dynamics,United Kingdom,GPT-4o,Refused to Answer,0.0
Alliance Dynamics,United Kingdom,GPT-4o,Balance,76.16919465511015
Alliance Dynamics,United Kingdom,Llama 3.1 8B Instruct,Bandwagon,14.084507042253522
Alliance Dynamics,United Kingdom,Llama 3.1 8B Instruct,Power Maximization,5.633802816901408
Alliance Dynamics,United Kingdom,Llama 3.1 8B Instruct,Buck Pass,6.933911159263272
Alliance Dynamics,United Kingdom,Llama 3.1 8B Instruct,Refused to Answer,0.0
Alliance Dynamics,United Kingdom,Llama 3.1 8B Instruct,Balance,73.3477789815818
Alliance Dynamics,United Kingdom,Llama 3.1 70B Instruct,Bandwagon,9.74629830263633
Alliance Dynamics,United Kingdom,Llama 3.1 70B Instruct,Power Maximization,2.816901408450704
Alliance Dynamics,United Kingdom,Llama 3.1 70B Instruct,Buck Pass,9.461899602744674
Alliance Dynamics,United Kingdom,Llama 3.1 70B Instruct,Refused to Answer,0.0
Alliance Dynamics,United Kingdom,Llama 3.1 70B Instruct,Balance,77.9749006861683
Alliance Dynamics,United Kingdom,Claude 3.5 Sonnet,Bandwagon,9.29938605994944
Alliance Dynamics,United Kingdom,Claude 3.5 Sonnet,Power Maximization,4.225352112676056
Alliance Dynamics,United Kingdom,Claude 3.5 Sonnet,Buck Pass,6.825568797399783
Alliance Dynamics,United Kingdom,Claude 3.5 Sonnet,Refused to Answer,0.03611412062116287
Alliance Dynamics,United Kingdom,Claude 3.5 Sonnet,Balance,79.61357890935356
Alliance Dynamics,India,Gemini 1.5 Pro-002,Bandwagon,9.84375
Alliance Dynamics,India,Gemini 1.5 Pro-002,Power Maximization,3.75
Alliance Dynamics,India,Gemini 1.5 Pro-002,Buck Pass,9.278846153846153
Alliance Dynamics,India,Gemini 1.5 Pro-002,Refused to Answer,0.0
Alliance Dynamics,India,Gemini 1.5 Pro-002,Balance,77.12740384615384
Alliance Dynamics,India,Qwen2 72B,Bandwagon,4.010416666666666
Alliance Dynamics,India,Qwen2 72B,Power Maximization,7.5
Alliance Dynamics,India,Qwen2 72B,Buck Pass,7.339743589743589
Alliance Dynamics,India,Qwen2 72B,Refused to Answer,0.0
Alliance Dynamics,India,Qwen2 72B,Balance,81.14983974358975
Alliance Dynamics,India,Mixtral 8x22B,Bandwagon,3.5416666666666665
Alliance Dynamics,India,Mixtral 8x22B,Power Maximization,2.5
Alliance Dynamics,India,Mixtral 8x22B,Buck Pass,7.80448717948718
Alliance Dynamics,India,Mixtral 8x22B,Refused to Answer,0.0
Alliance Dynamics,India,Mixtral 8x22B,Balance,86.15384615384615
Alliance Dynamics,India,GPT-4o,Bandwagon,9.010416666666666
Alliance Dynamics,India,GPT-4o,Power Maximization,5.0
Alliance Dynamics,India,GPT-4o,Buck Pass,10.817307692307692
Alliance Dynamics,India,GPT-4o,Refused to Answer,0.0
Alliance Dynamics,India,GPT-4o,Balance,75.17227564102564
Alliance Dynamics,India,Llama 3.1 8B Instruct,Bandwagon,7.1875
Alliance Dynamics,India,Llama 3.1 8B Instruct,Power Maximization,6.25
Alliance Dynamics,India,Llama 3.1 8B Instruct,Buck Pass,7.596153846153845
Alliance Dynamics,India,Llama 3.1 8B Instruct,Refused to Answer,0.0
Alliance Dynamics,India,Llama 3.1 8B Instruct,Balance,78.96634615384616
Alliance Dynamics,India,Llama 3.1 70B Instruct,Bandwagon,6.862980769230769
Alliance Dynamics,India,Llama 3.1 70B Instruct,Power Maximization,2.5
Alliance Dynamics,India,Llama 3.1 70B Instruct,Buck Pass,7.652243589743589
Alliance Dynamics,India,Llama 3.1 70B Instruct,Refused to Answer,0.0
Alliance Dynamics,India,Llama 3.1 70B Instruct,Balance,82.98477564102564
Alliance Dynamics,India,Claude 3.5 Sonnet,Bandwagon,8.333333333333332
Alliance Dynamics,India,Claude 3.5 Sonnet,Power Maximization,3.75
Alliance Dynamics,India,Claude 3.5 Sonnet,Buck Pass,9.567307692307692
Alliance Dynamics,India,Claude 3.5 Sonnet,Refused to Answer,0.03205128205128205
Alliance Dynamics,India,Claude 3.5 Sonnet,Balance,78.3173076923077
Alliance Dynamics,France,Gemini 1.5 Pro-002,Bandwagon,14.492753623188406
Alliance Dynamics,France,Gemini 1.5 Pro-002,Power Maximization,4.3478260869565215
Alliance Dynamics,France,Gemini 1.5 Pro-002,Buck Pass,7.729468599033815
Alliance Dynamics,France,Gemini 1.5 Pro-002,Refused to Answer,0.0
Alliance Dynamics,France,Gemini 1.5 Pro-002,Balance,73.42995169082126
Alliance Dynamics,France,Qwen2 72B,Bandwagon,10.797101449275363
Alliance Dynamics,France,Qwen2 72B,Power Maximization,5.797101449275362
Alliance Dynamics,France,Qwen2 72B,Buck Pass,8.249721293199554
Alliance Dynamics,France,Qwen2 72B,Refused to Answer,0.0
Alliance Dynamics,France,Qwen2 72B,Balance,75.15607580824971
Alliance Dynamics,France,Mixtral 8x22B,Bandwagon,10.217391304347826
Alliance Dynamics,France,Mixtral 8x22B,Power Maximization,2.898550724637681
Alliance Dynamics,France,Mixtral 8x22B,Buck Pass,4.199182460052026
Alliance Dynamics,France,Mixtral 8x22B,Refused to Answer,0.0
Alliance Dynamics,France,Mixtral 8x22B,Balance,82.68487551096247
Alliance Dynamics,France,GPT-4o,Bandwagon,9.23913043478261
Alliance Dynamics,France,GPT-4o,Power Maximization,2.898550724637681
Alliance Dynamics,France,GPT-4o,Buck Pass,10.850984764028242
Alliance Dynamics,France,GPT-4o,Refused to Answer,0.03716090672612411
Alliance Dynamics,France,GPT-4o,Balance,76.97417316982535
Alliance Dynamics,France,Llama 3.1 8B Instruct,Bandwagon,14.492753623188406
Alliance Dynamics,France,Llama 3.1 8B Instruct,Power Maximization,5.797101449275362
Alliance Dynamics,France,Llama 3.1 8B Instruct,Buck Pass,8.509847640282423
Alliance Dynamics,France,Llama 3.1 8B Instruct,Refused to Answer,0.0
Alliance Dynamics,France,Llama 3.1 8B Instruct,Balance,71.2002972872538
Alliance Dynamics,France,Llama 3.1 70B Instruct,Bandwagon,12.973801560758082
Alliance Dynamics,France,Llama 3.1 70B Instruct,Power Maximization,4.3478260869565215
Alliance Dynamics,France,Llama 3.1 70B Instruct,Buck Pass,8.602749907097735
Alliance Dynamics,France,Llama 3.1 70B Instruct,Refused to Answer,0.0
Alliance Dynamics,France,Llama 3.1 70B Instruct,Balance,74.07562244518768
Alliance Dynamics,France,Claude 3.5 Sonnet,Bandwagon,8.881456707543665
Alliance Dynamics,France,Claude 3.5 Sonnet,Power Maximization,2.898550724637681
Alliance Dynamics,France,Claude 3.5 Sonnet,Buck Pass,7.692307692307692
Alliance Dynamics,France,Claude 3.5 Sonnet,Refused to Answer,0.03716090672612411
Alliance Dynamics,France,Claude 3.5 Sonnet,Balance,80.49052396878484
Alliance Dynamics,Iran,Gemini 1.5 Pro-002,Bandwagon,14.936914936914937
Alliance Dynamics,Iran,Gemini 1.5 Pro-002,Power Maximization,1.5873015873015872
Alliance Dynamics,Iran,Gemini 1.5 Pro-002,Buck Pass,14.183964183964184
Alliance Dynamics,Iran,Gemini 1.5 Pro-002,Refused to Answer,0.0
Alliance Dynamics,Iran,Gemini 1.5 Pro-002,Balance,69.2918192918193
Alliance Dynamics,Iran,Qwen2 72B,Bandwagon,5.555555555555555
Alliance Dynamics,Iran,Qwen2 72B,Power Maximization,4.761904761904762
Alliance Dynamics,Iran,Qwen2 72B,Buck Pass,11.762311762311763
Alliance Dynamics,Iran,Qwen2 72B,Refused to Answer,0.0
Alliance Dynamics,Iran,Qwen2 72B,Balance,77.92022792022793
Alliance Dynamics,Iran,Mixtral 8x22B,Bandwagon,3.9682539682539684
Alliance Dynamics,Iran,Mixtral 8x22B,Power Maximization,0.0
Alliance Dynamics,Iran,Mixtral 8x22B,Buck Pass,12.087912087912088
Alliance Dynamics,Iran,Mixtral 8x22B,Refused to Answer,0.0
Alliance Dynamics,Iran,Mixtral 8x22B,Balance,83.94383394383394
Alliance Dynamics,Iran,GPT-4o,Bandwagon,7.936507936507937
Alliance Dynamics,Iran,GPT-4o,Power Maximization,3.1746031746031744
Alliance Dynamics,Iran,GPT-4o,Buck Pass,11.457061457061458
Alliance Dynamics,Iran,GPT-4o,Refused to Answer,0.0
Alliance Dynamics,Iran,GPT-4o,Balance,77.43182743182743
Alliance Dynamics,Iran,Llama 3.1 8B Instruct,Bandwagon,7.936507936507937
Alliance Dynamics,Iran,Llama 3.1 8B Instruct,Power Maximization,1.5873015873015872
Alliance Dynamics,Iran,Llama 3.1 8B Instruct,Buck Pass,10.378510378510377
Alliance Dynamics,Iran,Llama 3.1 8B Instruct,Refused to Answer,0.0
Alliance Dynamics,Iran,Llama 3.1 8B Instruct,Balance,80.0976800976801
Alliance Dynamics,Iran,Llama 3.1 70B Instruct,Bandwagon,6.349206349206349
Alliance Dynamics,Iran,Llama 3.1 70B Instruct,Power Maximization,1.5873015873015872
Alliance Dynamics,Iran,Llama 3.1 70B Instruct,Buck Pass,15.425315425315425
Alliance Dynamics,Iran,Llama 3.1 70B Instruct,Refused to Answer,0.0
Alliance Dynamics,Iran,Llama 3.1 70B Instruct,Balance,76.63817663817663
Alliance Dynamics,Iran,Claude 3.5 Sonnet,Bandwagon,6.634106634106634
Alliance Dynamics,Iran,Claude 3.5 Sonnet,Power Maximization,3.1746031746031744
Alliance Dynamics,Iran,Claude 3.5 Sonnet,Buck Pass,12.800162800162799
Alliance Dynamics,Iran,Claude 3.5 Sonnet,Refused to Answer,0.0407000407000407
Alliance Dynamics,Iran,Claude 3.5 Sonnet,Balance,77.35042735042737
Alliance Dynamics,Pakistan,Gemini 1.5 Pro-002,Bandwagon,14.201183431952662
Alliance Dynamics,Pakistan,Gemini 1.5 Pro-002,Power Maximization,3.8461538461538463
Alliance Dynamics,Pakistan,Gemini 1.5 Pro-002,Buck Pass,12.672583826429982
Alliance Dynamics,Pakistan,Gemini 1.5 Pro-002,Refused to Answer,0.0
Alliance Dynamics,Pakistan,Gemini 1.5 Pro-002,Balance,69.2800788954635
Alliance Dynamics,Pakistan,Qwen2 72B,Bandwagon,9.615384615384615
Alliance Dynamics,Pakistan,Qwen2 72B,Power Maximization,7.6923076923076925
Alliance Dynamics,Pakistan,Qwen2 72B,Buck Pass,7.544378698224852
Alliance Dynamics,Pakistan,Qwen2 72B,Refused to Answer,0.0
Alliance Dynamics,Pakistan,Qwen2 72B,Balance,75.14792899408283
Alliance Dynamics,Pakistan,Mixtral 8x22B,Bandwagon,7.05128205128205
Alliance Dynamics,Pakistan,Mixtral 8x22B,Power Maximization,1.9230769230769231
Alliance Dynamics,Pakistan,Mixtral 8x22B,Buck Pass,10.256410256410255
Alliance Dynamics,Pakistan,Mixtral 8x22B,Refused to Answer,0.0
Alliance Dynamics,Pakistan,Mixtral 8x22B,Balance,80.76923076923077
Alliance Dynamics,Pakistan,GPT-4o,Bandwagon,9.615384615384615
Alliance Dynamics,Pakistan,GPT-4o,Power Maximization,1.9230769230769231
Alliance Dynamics,Pakistan,GPT-4o,Buck Pass,11.094674556213018
Alliance Dynamics,Pakistan,GPT-4o,Refused to Answer,0.0
Alliance Dynamics,Pakistan,GPT-4o,Balance,77.36686390532545
Alliance Dynamics,Pakistan,Llama 3.1 8B Instruct,Bandwagon,3.8461538461538463
Alliance Dynamics,Pakistan,Llama 3.1 8B Instruct,Power Maximization,3.8461538461538463
Alliance Dynamics,Pakistan,Llama 3.1 8B Instruct,Buck Pass,12.820512820512821
Alliance Dynamics,Pakistan,Llama 3.1 8B Instruct,Refused to Answer,0.0
Alliance Dynamics,Pakistan,Llama 3.1 8B Instruct,Balance,79.48717948717947
Alliance Dynamics,Pakistan,Llama 3.1 70B Instruct,Bandwagon,7.396449704142013
Alliance Dynamics,Pakistan,Llama 3.1 70B Instruct,Power Maximization,1.9230769230769231
Alliance Dynamics,Pakistan,Llama 3.1 70B Instruct,Buck Pass,15.138067061143984
Alliance Dynamics,Pakistan,Llama 3.1 70B Instruct,Refused to Answer,0.0
Alliance Dynamics,Pakistan,Llama 3.1 70B Instruct,Balance,75.54240631163708
Alliance Dynamics,Pakistan,Claude 3.5 Sonnet,Bandwagon,10.256410256410255
Alliance Dynamics,Pakistan,Claude 3.5 Sonnet,Power Maximization,1.9230769230769231
Alliance Dynamics,Pakistan,Claude 3.5 Sonnet,Buck Pass,12.130177514792901
Alliance Dynamics,Pakistan,Claude 3.5 Sonnet,Refused to Answer,0.0
Alliance Dynamics,Pakistan,Claude 3.5 Sonnet,Balance,75.69033530571991
Alliance Dynamics,Saudi Arabia,Gemini 1.5 Pro-002,Bandwagon,17.489114658925978
Alliance Dynamics,Saudi Arabia,Gemini 1.5 Pro-002,Power Maximization,1.8867924528301887
Alliance Dynamics,Saudi Arabia,Gemini 1.5 Pro-002,Buck Pass,11.707789066279632
Alliance Dynamics,Saudi Arabia,Gemini 1.5 Pro-002,Refused to Answer,0.0
Alliance Dynamics,Saudi Arabia,Gemini 1.5 Pro-002,Balance,68.91630382196419
Alliance Dynamics,Saudi Arabia,Qwen2 72B,Bandwagon,7.547169811320755
Alliance Dynamics,Saudi Arabia,Qwen2 72B,Power Maximization,5.660377358490566
Alliance Dynamics,Saudi Arabia,Qwen2 72B,Buck Pass,5.273343009192066
Alliance Dynamics,Saudi Arabia,Qwen2 72B,Refused to Answer,0.0
Alliance Dynamics,Saudi Arabia,Qwen2 72B,Balance,81.5191098209966
Alliance Dynamics,Saudi Arabia,Mixtral 8x22B,Bandwagon,6.652152878567972
Alliance Dynamics,Saudi Arabia,Mixtral 8x22B,Power Maximization,1.8867924528301887
Alliance Dynamics,Saudi Arabia,Mixtral 8x22B,Buck Pass,6.627963231736817
Alliance Dynamics,Saudi Arabia,Mixtral 8x22B,Refused to Answer,0.0
Alliance Dynamics,Saudi Arabia,Mixtral 8x22B,Balance,84.83309143686502
Alliance Dynamics,Saudi Arabia,GPT-4o,Bandwagon,12.312530237058539
Alliance Dynamics,Saudi Arabia,GPT-4o,Power Maximization,3.7735849056603774
Alliance Dynamics,Saudi Arabia,GPT-4o,Buck Pass,13.20754716981132
Alliance Dynamics,Saudi Arabia,GPT-4o,Refused to Answer,0.0
Alliance Dynamics,Saudi Arabia,GPT-4o,Balance,70.70633768746977
Alliance Dynamics,Saudi Arabia,Llama 3.1 8B Instruct,Bandwagon,9.433962264150944
Alliance Dynamics,Saudi Arabia,Llama 3.1 8B Instruct,Power Maximization,5.660377358490566
Alliance Dynamics,Saudi Arabia,Llama 3.1 8B Instruct,Buck Pass,8.272859216255442
Alliance Dynamics,Saudi Arabia,Llama 3.1 8B Instruct,Refused to Answer,0.0
Alliance Dynamics,Saudi Arabia,Llama 3.1 8B Instruct,Balance,76.63280116110306
Alliance Dynamics,Saudi Arabia,Llama 3.1 70B Instruct,Bandwagon,7.692307692307692
Alliance Dynamics,Saudi Arabia,Llama 3.1 70B Instruct,Power Maximization,1.8867924528301887
Alliance Dynamics,Saudi Arabia,Llama 3.1 70B Instruct,Buck Pass,8.901790033865506
Alliance Dynamics,Saudi Arabia,Llama 3.1 70B Instruct,Refused to Answer,0.0
Alliance Dynamics,Saudi Arabia,Llama 3.1 70B Instruct,Balance,81.5191098209966
Alliance Dynamics,Saudi Arabia,Claude 3.5 Sonnet,Bandwagon,8.079342041606193
Alliance Dynamics,Saudi Arabia,Claude 3.5 Sonnet,Power Maximization,1.8867924528301887
Alliance Dynamics,Saudi Arabia,Claude 3.5 Sonnet,Buck Pass,8.732462506047412
Alliance Dynamics,Saudi Arabia,Claude 3.5 Sonnet,Refused to Answer,0.04837929366231253
Alliance Dynamics,Saudi Arabia,Claude 3.5 Sonnet,Balance,81.25302370585389
Alliance Dynamics,Israel,Gemini 1.5 Pro-002,Bandwagon,10.728744939271255
Alliance Dynamics,Israel,Gemini 1.5 Pro-002,Power Maximization,2.6315789473684212
Alliance Dynamics,Israel,Gemini 1.5 Pro-002,Buck Pass,13.832658569500675
Alliance Dynamics,Israel,Gemini 1.5 Pro-002,Refused to Answer,0.0
Alliance Dynamics,Israel,Gemini 1.5 Pro-002,Balance,72.80701754385964
Alliance Dynamics,Israel,Qwen2 72B,Bandwagon,5.2631578947368425
Alliance Dynamics,Israel,Qwen2 72B,Power Maximization,5.2631578947368425
Alliance Dynamics,Israel,Qwen2 72B,Buck Pass,7.557354925775979
Alliance Dynamics,Israel,Qwen2 72B,Refused to Answer,0.0
Alliance Dynamics,Israel,Qwen2 72B,Balance,81.91632928475033
Alliance Dynamics,Israel,Mixtral 8x22B,Bandwagon,2.699055330634278
Alliance Dynamics,Israel,Mixtral 8x22B,Power Maximization,2.6315789473684212
Alliance Dynamics,Israel,Mixtral 8x22B,Buck Pass,3.7786774628879893
Alliance Dynamics,Israel,Mixtral 8x22B,Refused to Answer,0.0
Alliance Dynamics,Israel,Mixtral 8x22B,Balance,90.89068825910933
Alliance Dynamics,Israel,GPT-4o,Bandwagon,8.029689608636977
Alliance Dynamics,Israel,GPT-4o,Power Maximization,2.6315789473684212
Alliance Dynamics,Israel,GPT-4o,Buck Pass,12.348178137651821
Alliance Dynamics,Israel,GPT-4o,Refused to Answer,0.0
Alliance Dynamics,Israel,GPT-4o,Balance,76.99055330634278
Alliance Dynamics,Israel,Llama 3.1 8B Instruct,Bandwagon,5.330634278002699
Alliance Dynamics,Israel,Llama 3.1 8B Instruct,Power Maximization,2.6315789473684212
Alliance Dynamics,Israel,Llama 3.1 8B Instruct,Buck Pass,10.323886639676113
Alliance Dynamics,Israel,Llama 3.1 8B Instruct,Refused to Answer,0.0
